id;es;en
Q10397880;Abborrträsk;Abborrträsk nature reserve
Q10397921;Šestajovická stráň;Šestajovická stráň
Q10397997;Abisko naturvet. station;Abisko naturvet. station
Q10398010;Aboda;Aboda
Q10398166;Abullahagen;Abullahagen nature reserve
Q10398190;Ševcova hora;Ševcova hora
Q10399040;Šibeničník;Šibeničník
Q10400021;Šimanovské rašeliniště;Šimanovské rašeliniště
Q10404024;Akkelis fjällurskog;Akkelis fjällurskog
Q10411245;Andersön;Andersön
Q10411392;Anjosvarden;Anjosvarden
Q10411532;Andån;Andån
Q10411685;Anfastebo;Anfastebo nature reserve
Q10411714;Angarnssjöängen;Angarnsjöängen nature reserve
Q10413967;Špraněk;Špraněk
Q10415696;Štamberk a kamenné moře;Štamberk a kamenné moře
Q10416311;Aptasvare fjällurskog;Aptasvare fjällurskog
Q10418328;Arnöhuvud;Arnöhuvud Nature Reserve
Q10419892;Aspbladsmossen;Aspbladsmossen
Q10419893;Aspbo;Aspbo
Q10423739;Axelstorps skogar;Axelstorps skogar
Q10425201;Baldersnäs;Baldersnäs
Q10425244;Balesudden;Balesudden
Q10425602;Balsberget;Balsberget
Q10425740;Štěpán;Nature Reserve Štěpán
Q10426865;Bassholmen;Bassholmen
Q10426892;Bastudalen;Bastudalen Nature Reserve
Q10428337;Berga kulle;Berga Kulle Nature Reserve
Q10428379;Berge urskog;Berge Virgin Forest Nature Reserve
Q10428479;Bergs naturskog;Bergs naturskog
Q10429644;Billingemölla;Billingemölla
Q10430097;Biskopshagen;Biskopshagen
Q10430130;Bispbergs klack;Bispbergs klack
Q10404424;Alby;Alby nature reserve
Q10405560;Allarps bjär;Allarps bjär
Q10405618;Allgunnen;Allgunnen
Q10405651;Allkvie änge;Allkvie änge
Q10406400;Škrabalka;Škrabalka
Q10407137;Alvena lindaräng;Alvena lindaräng
Q10409333;Amtjärnsbrottet;Amtjärnsbrottet
Q10411211;Andersby ängsbackar;Andersby ängsbackar
Q10411237;Anderstorps Stormosse;Anderstorps Stormosse
Q10430404;Bjurkärr;Bjurkärr
Q10430441;Bjuröklubb;Bjuröklubb
Q10430459;Bjära;Bjära
Q10430550;Björkekullen;Björkekullen
Q10430621;Björksättrahalvön;Björksättrahalvön nature reserve
Q10430754;Björntjärnsskogen;Björntjärnsskogen
Q10430766;Björnön;Björnön
Q10531833;Hässlen;Hässlen
Q10531839;Hässningberget;Hässningberget
Q10531844;Hästbergs klack;Hästbergs klack
Q10531981;Hågadalen-Nåsten;Hågadalen-Nåsten
Q10532036;Håleberg;Håleberg
Q10532059;Hållet-Marieberg-Stenbro;Hållet-Marieberg-Stenbro
Q10532124;Hårsbäcksdalen;Hårsbäcksdalen
Q10532258;Högemon;Högemon
Q10532282;Högestads mosse;Högestads mosse
Q10532305;Högklint;Högklint
Q10532434;Högsåsen;Högsåsen
Q10532498;Hökafältet;Hökafältet
Q10532533;Höljerudsforsarna;Höljerudsforsarna
Q10532583;Hörby fälad;Hörby fälad
Q10532594;Hördalen;Hördalen
Q10532621;Hörningsnäs;Hörningsnäs
Q1048816;Telašćica;Telašćica
Q10484119;Enet;Enet
Q10484411;Ensillre kalkbarrskog;Ensillre kalkbarrskog
Q10487760;Eriksö;Eriksö
Q10489118;Eslövs allmänning;Eslövs allmänning
Q10489446;Ettö;Ettö
Q10494170;Farstanäs;Farstanäs nature reserve
Q10495164;Fillstabäcken;Fillstabäcken Nature Reserve
Q10532625;Hörnsjön;Hörnsjön
Q10533533;Idbyfjärden;Idbyfjärden
Q10534464;Illharjen;Illharjen
Q10536843;Isaberg;Isaberg
Q10536912;Isberga;Isberga
Q10539363;Jaktstuguskogen;Jaktstuguskogen
Q10539594;Janstorpsskogen;Janstorpsskogen
Q10495798;Fiskhusberget;Fiskhusberget
Q10496050;Fjällmossen: Viggarum;Fjällmossen: Viggarum
Q10496120;Fjärås Bräcka;Fjärås Bräcka
Q10496310;Flarksjöberget;Flarksjöberget
Q10496362;Flaten;Flaten nature reserve
Q10496858;Floastad;Floastad
Q10496905;Flommen;Flommen
Q10541053;Judarskogen;Judarskogen nature reserve
Q10541386;Jungfruskär;Jungfruskär
Q10541691;Jämtgaveln;Jämtgaveln
Q10541737;Järavallen;Järavallen
Q10541761;Järflotta;Järflotta
Q10541783;Järleån;Järleån
Q10541997;Järvdalen;Järvdalen Nature Reserve
Q10496916;Florarna;Florarna
Q10499208;Friseboda;Friseboda
Q10499323;Froenahejdan;Froenahejdan
Q10499329;Štěpánovský potok;Štěpánovský potok
Q10499434;Ullstorp;Ullstorp
Q10499436;Frostbrunnsdalen;Frostbrunnsdalen
Q10499985;Fulltofta-Häggenäs;Fulltofta-Häggenäs
Q10500256;Furön;Furö
Q10500671;Fäbodmossen;Fäbodmossen
Q10500929;Fågelmossen;Fågelmossen
Q10500973;Šumický rybník;Šumický rybník
Q10501019;Fårhagsberget;Fårhagsberget
Q10501330;Šumárník;Přírodní rezervace Šumarník
Q10502178;Galgberget;Galgberget
Q10502297;Galterö;Galterö
Q10502301;Galtispuoda;Galtispuoda
Q10502613;Gammtratten;Gammtratten
Q10546007;Klampenborg;Klampenborg
Q10546289;Klintaskogen;Klintaskogen
Q105184056;Reserva natural de Lindenwood;Lindenwood Nature Preserve
Q105451576;Lanškrounské rybníky;Lanškrounské rybníky
Q10542007;Järvsöklacken;Järvsöklacken
Q10542025;Jättadalen-Öglunda grottor;Jättadalen-Öglunda grottor
Q10542050;Jätturn;Jätturn
Q10542644;Kalkberget;Kalkberget
Q10542795;Kallriga;Kallriga
Q10542946;Kalvnäset;Kalvnäset
Q10542971;Kamajokk;Kamajokk
Q10543175;Kammen;Kammen
Q10543453;Kaplansholmen;Kaplansholmen
Q10543479;Kapplasse;Kapplasse
Q10543482;Kappsta;Kappsta nature reserve
Q10543823;Karlsborgsberget;Karlsborgsberget
Q10544230;Kastad kulle torräng;Kastad kulle torräng
Q10545529;Kindla;Kindla
Q10545985;Klackberg;Klackberg
Q10503252;Gassbo;Gassbo
Q10504600;Getingstaliden;Getingstaliden
Q10505137;Givorna;Givorna
Q10505182;Gladarberget;Gladarberget
Q10505222;Gladöskogen;Gladöskogen
Q10508014;Granbodåsen;Granbodåsen
Q10508122;Granliden;Granliden
Q10508738;Grevie åsar;Grevie åsar
Q10508975;Gropahålet;Gropahålet
Q10509025;Grottberget;Grottberget
Q10509063;Grubbdalen;Grubbdalen
Q10509475;Šévy;Šévy
Q10509657;Gryteskog;Gryteskog
Q10509731;Grängshytteforsarna;Grängshytteforsarna
Q10509769;Gränsö;Gränsö
Q10509898;Gråen;Gråen
Q10510092;Gröntoppen;Gröntoppen
Q10510107;Grössjön;Grössjön
Q10510287;Gudmundstjärn;The farm Gudmundstjärn
Q10510678;Gullringskärret;Gullringskärret
Q10511301;Gyllebo;Gyllebo
Q10512286;Gällabjer;Gällabjer
Q10512320;Gällnö;Gällnö nature reserve
Q10512354;Gärdesudden;Gärdesudden nature reserve
Q10512483;Gålö;Gålö
Q10512535;Gårdshult;Gårdshult
Q10512602;Gö;Gö nature reserve
Q10512632;Göingeåsen;Göingeåsen
Q10512650;Gömsta äng;Gömsta äng nature reserve
Q10512694;Görväln;Görväln nature reserve
Q10513562;Řeka;Řeka
Q10516059;Hagåsen;Hagåsen
Q10516060;Hagön;Hagön nature reserve
Q10516312;Hallagården;Hallagården
Q10516366;Halle-Hunnebergs rasbranter;Halle-Hunnebergs rasbranter
Q10516367;Halle- och Hunnebergs platåer;Halle- och Hunnebergs platåer
Q10516430;Hallstad ängar;Hallstad ängar
Q10516981;Hamrafjället;Hamrafjället nature reserve
Q10518511;Hastaböke;Hastaböke
Q10518620;Haverö strömmar;Haverö strömmar
Q10518664;Havstensfjorden;Havstensfjorden (naturreservat)
Q10520638;Helvetesbrännan;Helvetesbrännan
Q10521769;Hemlingsån;Hemlingsån
Q10522177;Henvålen;Henvålen Nature Reserve
Q10522614;Herrbergsliden;Herrbergsliden
Q10522699;Herrestadsfjället;Herrestadsfjället
Q10522778;Hertsånger;Hertsånger
Q10524029;Hilleshögs dalar;Hilleshögs dalar
Q10524585;Hissö;Hissö
Q10524761;Gripsholms hjorthage;Gripsholms hjorthage
Q10524838;Hjällen;Hjällen
Q10524865;Hjälmö-Lådna;Hjälmö-Lådna
Q10525308;Holmhällar;Holmhällar
Q10526206;Hopvasslia;Hopvasslia
Q10526544;Hotagen;Hotagen
Q10527105;Humlenäs;Humlenäs
Q10527116;Hummelvik;Hummelvik
Q10527216;Hunshult;Hunshult
Q10527419;Huskvarnabergen;Huskvarnabergen
Q10529071;Hykjeberget;Hykjeberget
Q10531321;Hägnan;Hägnan
Q10531347;Hällarp;Hällarp
Q10531370;Hälleberget;Hälleberget
Q10531425;Hällingsåfallet;Hällingsåfallet
Q10531478;Hälsingholmarna;Hälsingholmarna
Q10531642;Häringe-Hammersta;Häringe-Hammersta Nature Reserve
Q10531650;Härjarö;Härjarö
Q10531714;Härmanö;Härmanö
Q1058886;Reserva Natural Hai Bar Carmel;Carmel Hai-Bar Nature Reserve
Q10546296;Klinten;Klinten
Q10546460;Kloö;Kloö
Q10546547;Klåverön;Klåverön
Q10546699;Knivsås-Borelund;Knivsås-Borelund
Q10546787;Knähaken;Knähaken
Q10548129;Korpberget;Korpberget
Q10548143;Korpimäki;Korpimäki
Q10612985;Oset;Oset
Q10613439;Otterön;Otterön (naturreservat)
Q10616054;Pannkakan;Pannkakan
Q10617534;Paradiset;Paradiset nature reserve
Q10620470;Parkudden-Lövsta;Parkudden-Lövsta
Q10624831;Pessinki fjällurskog;Pessinki fjällurskog
Q10637929;Porsbjär;Porsbjär
Q10647886;Pålamalm;Pålamalm
Q10549388;Risveden etapp 2 (Kroksjön);Risveden etapp 2 (Kroksjön)
Q10549508;Kronovalls Store vång;Kronovalls Store vång
Q10549536;Kronören;Kronören
Q10549683;Kränglan;Kränglan
Q10549698;Kråkeryd;Kråkeryd
Q10549793;Kudoxa;Kudoxa
Q10549903;Kullbäcken-Markbäcken;Kullbäcken-Markbäcken
Q10550085;Kumlan;Kumlan
Q10550272;Kungsberget;Kungsberget
Q10550301;Kungshamn-Morga;Kungshamn-Morga
Q10550354;Kungsmarken;Kungsmarken
Q10550918;Kvarnhusberget;Kvarnhusberget
Q10551111;Kvillingeförkastningen;Kvillingeförkastningen
Q10551214;Kvädöfjärden;Kvädöfjärden
Q10648539;Havsvik;Havsvik
Q10649206;Ramsön med Keholmen;Ramsön med Keholmen
Q10649625;Rankleven;Rankleven
Q10649878;Rataskär;Rataskär
Q10649970;Rautas fjällurskog;Rautas fjällurskog
Q10649972;Rautusakkara;Rautusakkara
Q10651455;Reträtten;Reträtten
Q10551536;Kyrksjölöten;Kyrksjölöten nature reserve
Q10551567;Kyrkön;Kyrkön
Q10551640;Källfors;Källfors
Q10551858;Kärna mosse;Kärna mosse
Q10551942;Kättebo;Kättebo
Q10551996;Kålhuvudet;Kålhuvudet
Q10552025;Kålsö;Kålsö
Q10552085;Kåviängen;Kåviängen
Q10552135;Kölviken;Kölviken
Q10552859;Lacka;Lacka
Q10554304;Lappön;Lappön
Q10560855;Lia-Ängen, Bålby;Lia-Ängen, Bålby
Q10561684;Lill-Stensjön;Lill-Stensjön
Q10561728;Lilla Husarn;Lilla Husarn
Q10561899;Lillsjöslåttern;Lillsjöslåttern
Q10561927;Lillö;Lillö
Q10651573;Revskär;Revskär
Q10655535;Rinkaby och Horna ängar;Rinkaby och Horna ängar
Q10655553;Rinnebäcksravinen;Rinnebäcksravinen
Q10655748;Rished;Rished
Q10656369;Rogen;Rogen Nature Reserve
Q10657008;Rosenlunds bankar;Rosenlunds bankar
Q10657074;Rosfors Bruk;Rosfors bruk
Q10562401;Lina;Lina
Q10562655;Trossö-Kalvö-Lindö;Trossö-Kalvö-Lindö (naturreservat)
Q10562758;Linkudden;Linkudden
Q10562840;Linnebjer;Linnebjer
Q10562923;Linudden;Linudden Nature Reserve
Q10562920;Lintalund;Lintalund
Q10568473;Ljusterö;Ljusterö
Q10570906;Norra Lunsen;Norra Lunsen
Q105834562;Inner Vargfossnesa;Inner Vargfossnesa
Q106018713;Elligastwiesen;Elligastwiesen
Q106072116;Skavdalen;Skavdalen
Q106089973;Skarnsundet;Skarnsundet
Q106446935;Thier Pirard;Thier Pirard
Q106497135;Reserva indígena Yavarí Tapiche;Yavarí Tapiche Indigenous Reserve
Q106549469;Lichnice;Lichnice
Q10570983;Luspen;Luspen
Q10571164;Lybeck;Lybeck
Q10571920;Lännaskogen;Lännaskogen nature reserve
Q10572581;Långfjället;Långfjället
Q10572595;Långgrundet;Långgrundet
Q10572611;Långhultamyren;Långhultamyren
Q10572625;Långmossen;Långmossen
Q10657592;Rudan;Rudan nature reserve
Q10657828;Runnö;Runnö
Q10658178;Rya Åsar;Rya Åsar
Q10658277;Rynningeviken;Rynningeviken
Q10658287;Ryr;Ryr
Q105617860;Tretjernhøla;Tretjernhøla
Q105619965;Tuemyr;Tuemyr nature reserve
Q105623045;Svartskjæra;Svartskjæra
Q105623267;Trollmyr;Trollmyr
Q105623939;Reserva marina de Moana Uta (Wet Jacket Arm);Moana Uta (Wet Jacket Arm) Marine Reserve
Q105623945;Reserva marina de Taipari Roa (isla Elizabeth);Taipari Roa (Elizabeth Island) Marine Reserve
Q105623948;Reserva marina de Long Island-Kokomohua;Long Island - Kokomohua Marine Reserve
Q105634903;Mühlebol-Wolfental;Mühlebol-Wolfental
Q105635877;Grønliparken;Grønliparken
Q105641666;Prinseskjær;Prinseskjær
Q105643603;Terneskjær;Terneskjær
Q105660101;Vardåsen;Vardåsen
Q105754390;Nedre Timenes;Nedre Timenes
Q10572653;Långsjöblik;Långsjöblik
Q10572699;Långviksskär;Långviksskär
Q10572706;Långängen-Elfvik;Långängen-Elfvik nature reserve
Q10572790;Löddeåns mynning (norra delen);Löddeåns mynning (norra delen)
Q10572858;Lönnmarken;Lönnmarken
Q10575276;Maglö ekar;Maglö ekar
Q10575924;Malingsbo-Kloten;Malingsbo-Kloten
Q10575944;Maljan;Maljan
Q10577151;Margitbrännan;Margitbrännan
Q10578247;Masugnsbyn;Masugnsbyn
Q10587477;Mogölsmyren;Mogölsmyren
Q10589475;Morups Tånge;Morups Tånge
Q10589546;Mossbystrand;Mossbystrand
Q10590340;Munkö;Munkö
Q10591027;Myckelåsen;Myckelåsen
Q10592818;Myskebackarna;Myskebackarna
Q10593514;Garnudden;Garnudden Nature Reserve
Q10593513;Möllegård;Möllegård
Q10593699;Mörtö-Bunsö;Mörtö-Bunsö
Q10594995;Väster-Ottsjön;Väster-Ottsjön
Q10595094;Navarån;Navarån
Q10595145;Navröd;Navröd
Q10600571;Nidingen;Nidingen
Q10593225;Märkedalen;Märkedalen
Q10593282;Mästocka ljunghed;Mästocka ljunghed
Q10593296;Måkläppen;Måkläppen
Q10593309;Målaskogsberg;Målaskogsberg
Q10593451;Måryd;Måryd
Q10593452;Mårås;Mårås
Q10593501;Möllehässle;Möllehässle
Q10601741;Nohlmarken;Nohlmarken
Q10602215;Nordre älvs estuarium;Nordre älvs estuarium
Q10602924;Norrpada;Norrpada
Q10603792;Notteryd;Notteryd
Q10604384;Nybrännberget;Nybrännberget
Q10604678;Nygårdsängen;Nygårdsängen
Q10604865;Nynäs;Nynäs
Q10605006;Nyvallen;Nyvallen
Q10610185;Onsö;Onsö
Q10611591;Orlången;Orlången Nature Reserve
Q10605039;Näcksjövarden;Näcksjövarden
Q10605046;Näktergalslunden;Näktergalslunden
Q10605047;Nämdö;Nämdö nature reserve
Q10605446;Näverkärr;Näverkärr
Q10605513;Nåttarö;Nåttarö
Q10608206;Oldflån-Ansätten;Oldflån-Ansätten Nature Reserve
Q10609537;Ombergsliden;Ombergsliden
Q1071076;Jardín de Ninfa;Garden of Ninfa
Q10658447;Rännberg;Rännberg
Q10658621;Råby Hällor;Råby Hällor
Q10658628;Råbäcken;Råbäcken
Q10658715;Rågö;Rågö
Q10658725;Råmebo;Råmebo
Q10658788;Råön;Råön
Q10658880;Rödberget;Rödberget
Q10659042;Jonstorp-Vegeåns mynning;Jonstorp-Vegeåns mynning
Q10659137;Rösaringsåsen;Rösaringsåsen
Q10659190;Rövarekulan;Rövarekulan
Q10659985;Safjället;Safjället
Q10660828;Salvikens strandängar;Salvikens strandängar
Q10661151;Sandemar;Sandemar Nature Reserve
Q10661229;Sandsjöbacka;Sandsjöbacka naturreservat, Västra Götalands län
Q10698294;Tinnerö eklandskap;Tinnerö eklandskap
Q10698688;Tisselskog Högsbyn;Tisselskog Högsbyn
Q10698981;Tjuvberget;Tjuvberget
Q10699232;Toftaholm;Toftaholm
Q10700136;Tornberget;Tornberget
Q10700155;Torneträsk-Soppero fjällurskog;Torneträsk-Soppero fjällurskog
Q10704871;Trollegater;Trollegater
Q10689223;Sörknatten;Sörknatten
Q10690208;Talbyskogen;Talbyskogen
Q10690258;Tallet;Tallet
Q10690578;Tandövala;Tandövala
Q10690683;Tansvägga;Tansvägga
Q10691827;Tegeldammarna / Lergravarna;Tegeldammarna / Lergravarna
Q10698109;Timan;Timan
Q10698290;Tingvallamossen;Tingvallamossen
Q10704939;Tromtö;Tromtö
Q10705521;Trysunda;Trysunda
Q10705665;Trångsundsskogen;Trångsundsskogen nature reserve
Q10706128;Tullgarn;Tullgarn
Q10706129;Tullgarn;Tullgarn
Q10706352;Tunhems ekhagar;Tunhems ekhagar
Q10707120;Tylön;Tylön
Q10707786;Tysjöarna;Tysjöarna Nature Reserve
Q10669390;Sjöbo-Knäppan;Sjöbo-Knäppan
Q10669484;Sjömossen-Svinasjön;Sjömossen-Svinasjön
Q10669637;Skallabjäret;Skallabjäret
Q10669744;Skanör-Höll;Skanör-Höll
Q10669815;Skarsdalen;Skarsdalen
Q10669840;Skattagård;Skattagård
Q10669874;Skattmansöådalen;Skattmansöådalen
Q10669873;Skattlösbergs by;Skattlösbergs by
Q10707996;Täppesås;Täppesås
Q10708073;Södra Lommabukten med Tågarps hed och Alnarps fälad;Södra Lommabukten
Q10708179;Gullbranna;Gullbranna
Q10708737;Ullarp;Ullarp
Q10710294;Uppstaig;Uppstaig
Q10711524;Utnäset;Utnäset
Q10711732;Uvsjön;Uvsjön
Q10669882;Skatön;Skatön
Q10670054;Skeppnan;Skeppnan
Q10670222;Skipås;Skipås
Q10670583;Skrikebo;Skrikebo
Q10670619;Skrylle;Skrylle
Q10670655;Skubbhult;Skubbhult
Q10670873;Skäckerfjällen;Skäckerfjällen Nature Reserve
Q10661273;Sandviksåsen;Sandviksåsen
Q10666432;Serri;Serri
Q10667403;Sidsjö;Sidsjö
Q10667626;Signalberget;Signalberget
Q10667757;Sikön;Sikön
Q10668101;Simonberget;Simonberget
Q10669326;Själbottna-Östra Lagnö;Själbottna-Östra Lagnö nature reserve
Q10669373;Sjö;Sjö
Q10712074;Vakö myr;Vakö myr
Q10712102;Valaklitt;Valaklitt
Q10712320;Vallda Sandö;Vallda Sandö
Q106640375;Kvåsfossen;Kvåsfossen
Q106851375;Lerstadvatnet;Lerstadvatnet
Q106936876;Reserva Natural Laguna de Nejapa;Reserva Natural Laguna de Nejapa
Q107074934;Kaldvågfjorden og Innhavet;Kaldvågfjorden og Innhavet
Q107074973;Ytre Karlsøy;Ytre Karlsøy
Q107075014;Innervisten;Innervisten
Q107075100;Rødberget;Rødberget
Q107077801;Saltstraumen;Saltstraumen
Q107077839;Rossfjordstraumen;Rossfjordstraumen
Q107078013;Karlsøyfjorden;Karlsøyfjorden
Q107078217;Gaulosen;Gaulosen
Q107078369;Nordfjorden;Nordfjorden
Q107078456;Tauterryggen;Tauterryggen
Q107078563;Lurefjorden og Lindåsosane;Lurefjorden og Lindåsosane
Q107078607;Framvaren;Framvaren
Q107078653;Jærkysten;Jærkysten
Q107078851;Rystraumen;Rystraumen
Q10670967;Skärbo;Skärbo
Q10671015;Skärmarbodabergen;Skärmarbodabergen
Q10671555;Slessberget;Slessberget
Q10671636;Slottsholmen;Slottsholmen
Q10671842;Slätön-Medholma;Slätön-Medholma
Q10671840;Slättö sand;Slättö sand
Q10672545;Småryd;Småryd
Q10672581;Smörkullen;Smörkullen
Q10672669;Sniberups fälad;Sniberups fälad
Q10672771;Snöberget;Snöberget
Q10674779;Spenshult;Spenshult
Q10676700;Spåmansloken;Spåmansloken
Q10677226;Stadsskogen;Stadsskogen
Q10678413;Stendörren;Stendörren nature reserve
Q10678418;Steneby;Steneby
Q10678521;Steningekusten;Steningekusten
Q10679279;Stensjön;Stensjön
Q10679913;Stigfjorden;Stigfjorden
Q10680690;Stockholmsgata;Stockholmsgata
Q10680961;Stora Alsjön;Stora Alsjön
Q10680975;Stora Bornö;Stora Bornö
Q10681006;Stora Harrie mosse;Stora Harrie mosse
Q10681042;Stora Korpimäki;Stora Korpimäki
Q10681055;Stora Lund;Stora Lund
Q10681079;Stora Nassa;Stora Nassa nature reserve
Q10681160;Stora och Lilla Sandböte;Sandböte
Q10681161;Stora Vindåsen;Stora Vindåsen
Q10681225;Stordalen;Stordalen
Q10681286;Storholmsjö;Storholmsjö
Q10681292;Storklacken;Storklacken
Q10681348;Stormyran-Lommyran;Stormyran-Lommyran
Q10681349;Stormyrskogen;Stormyrskogen
Q10681355;Stornäset;Stornäset
Q10681454;Storö-Bockö-Lökaö;Storö-Bockö-Lökaö Nature Reserve
Q10681455;Storö;Storö
Q10681572;Strandstuviken;Strandstuviken Nature Reserve
Q10682189;Ström;Ström
Q10682264;Strömsvattnet;Strömsvattnet (naturreservat)
Q10685752;Svenskådalen;Svenskådalen Nature Reserve
Q10688156;Säterdalen;Säterdalen
Q10688197;Sätraskogen;Sätraskogen nature reserve
Q10688215;Sättra gård;Sättra gård
Q10688217;Sättra ängar;Sättra ängar
Q10688520;Södergarn;Södergarn
Q10688907;Södra Hultarp;Södra Hultarp
Q10689022;Södra Trollegrav;Södra Trollegrav
Q10689132;Sölvesborgsviken;Sölvesborgsviken
Q10682837;Städjan-Nipfjället;Städjan-Nipfjället
Q10682937;Stångby mosse;Stångby mosse
Q10682942;Stångehuvud;Stångehuvud nature reserve
Q10683750;Sundby;Sundby
Q10683811;Sundsholm;Sundsholm
Q10684197;Suseån-Hult;Suseån-Hult
Q10684211;Sutarebo;Sutarebo
Q10684375;Svanviken;Svanviken
Q10684431;Svarta klippan;Svarta klippan
Q10684537;Svartsjön;Svartsjön
