id;es;en
Q102889405;Come to Me;Come to Me
Q10290648;Goodbye;Goodbye
Q10290720;Gota de Sangue;Gota de Sangue
Q10291482;Green Hair;Green Hair
Q102746081;Strangelove;Strangelove
Q102754913;Pimpf;Pimpf
Q102761374;Behind the Wheel;Behind the Wheel
Q102771920;Behind the Wheel (Remix);Behind the Wheel (Remix)
Q1028230;Mojot svet;Mojot svet
Q1028250;Vjerujem u ljubav;Vjerujem u ljubav
Q1028491;Camelot;Camelot
Q1028563;Get a Life – Get Alive;Get a Life – Get Alive
Q1029129;Still Alive;Still Alive
Q10264542;De Volta pro Aconchego;De Volta pro Aconchego
Q10264559;Dead But Dreaming;Dead But Dreaming
Q10264563;Dead By Dawn;Dead By Dawn
Q10267200;Disse Adeus;Disse Adeus
Q10267459;Divino, Maravilhoso;Divino, Maravilhoso
Q10267487;Šťáva zakázaného ovoce;Šťáva zakázaného ovoce
Q10267623;Diário de um Detento;Diário de um Detento
Q10267735;Do Outro Lado da Cidade;Do Outro Lado da Cidade
Q10267736;Do Outro Lado da Cidade;Do Outro Lado da Cidade
Q10267765;Doce Desejo;Doce Desejo
Q10267877;Dois Sorrisos;Dois Sorrisos
Q10268014;Domingo no Parque;Domingo no Parque
Q10268226;Dona;Dona
Q10268789;Drink the Water;Drink the Water
Q10268912;Duas Tribos;Duas Tribos
Q10269092;Duppy Conqueror;Duppy Conqueror
Q10269345;Dívida;Dívida
Q10269875;E Que Deus Ajude;E Que Deus Ajude
Q10269880;E não Vou Mais Deixar Você Tão Só;E não Vou Mais Deixar Você Tão Só
Q10269902;Earth Mother Water;Earth Mother Water
Q10270201;Edge of Reality;Edge of Reality
Q10271071;İme antropos ki ego;Íme ánthropos ki egó
Q10271168;El Rey;El Rey
Q10272087;Elvenpath;Elvenpath
Q10272196;Em Ti Esperarei;Em Ti Esperarei
Q10272316;Embola Bola;Embola Bola
Q10272472;Emoções;Emoções
Q10273159;Entre a Fé e a Razão;Entre a Fé e a Razão
Q10273286;Epidemic;Epidemic
Q10273499;Era um Garoto Que Como Eu Amava os Beatles e os Rolling Stones;Era um Garoto Que Como Eu Amava os Beatles e os Rolling Stones
Q10274707;Escondido;Escondido
Q10275128;Esporrei na Manivela;Esporrei na Manivela
Q10275352;Esquinas;Esquinas
Q10275368;Essa Paixão Me Machucou;Essa Paixão Me Machucou
Q10275375;Esse Cara Sou Eu;Esse Cara Sou Eu
Q10276478;Estrada da Vida;Estrada da Vida
Q10277880;Eu Comi a Madona;Eu Comi a Madona
Q10277898;Eu Queria Ter Uma Bomba;Eu Queria Ter Uma Bomba
Q10277904;Eu Quero Ver o Oco;Eu Quero Ver o Oco
Q10277908;Eu Preciso Te Esquecer;Eu Preciso Te Esquecer
Q10277919;Eu Sou Chifrudo;Eu Sou Chifrudo
Q10277927;Eu Te Amo, Te Amo, Te Amo;Eu Te Amo, Te Amo, Te Amo
Q10277925;Eu Sou Terrível;Eu Sou Terrível
Q10277930;Eu Te Darei o Céu;Eu Te Darei o Céu
Q10277931;Eu Te Devoro;Eu Te Devoro
Q10277938;Eu Vi um Sapo;Eu Vi um Sapo
Q10277942;Eu Vou Ser como a Toupeira;Eu Vou Ser como a Toupeira
Q10278498;Everybody Hurts Sometimes;Everybody Hurts Sometimes
Q10278500;Everybody Loves Me;Everybody Loves Me
Q10278518;Evil Has No Boundaries;Evil Has No Boundaries
Q10278577;Exagerado;Exagerado
Q10278689;Expendable Youth;Expendable Youth
Q10264569;Dead On Time;Dead on Time
Q10264601;Debaixo dos Caracóis dos Seus Cabelos;Debaixo dos Caracóis dos Seus Cabelos
Q10264794;Deixa o Amor Acontecer;Deixa o Amor Acontecer
Q10265310;Der Meister;Der Meister
Q10265395;Desalento;Desalento
Q10265563;Desesperadamente Apaixonado;Desesperadamente Apaixonado
Q10265736;Detalhes;Detalhes
Q10265789;Deus da Minha Vida;Deus da Minha Vida
Q10265793;Deus de Promessas;Deus de Promessas
Q10266059;Diariamente;Diariamente
Q10266176;Die Macht der Liebe und des Weins;Die Macht der Liebe und des Weins
Q10266185;Die by the Sword;Die by the Sword
Q10266867;Dirt;Dirt
Q10267029;Disasterpiece;Disasterpiece
Q10267080;Disillusion;Disillusion
Q10278874;Extra;Extra
Q10279059;FMI;FMI
Q10279709;Fado do Ciúme;Fado do Ciúme
Q10279753;Fairy Tale;Fairy Tale
Q10279848;Fala;Fala
Q1029316;Den Pobedy;Den Pobedy
Q1029338;Maria;Maria
Q1029643;Hair;Hair
Q1030007;Geh zu ihr;Geh zu ihr
Q10296121;Purity;Purity
Q10296962;I Guess I'll Have to Change My Plan;I Guess I'll Have to Change My Plan
Q10297261;插曲;插曲
Q10297325;Hispanic Impressions;Hispanic Impressions
Q10297721;Hit the Lights;Hit the Lights
Q10297889;Hole in the sky;Hole in the Sky
Q10297986;Homem na Estrada;Homem na Estrada
Q10298840;Humanahum;Humanahum
Q10299089;Hypnose;Hypnose
Q1030009;La lugubre gondola;La lugubre gondola
Q1030056;Ogonek;Ogonek
Q1030310;Campari Soda;Campari Soda
Q10291591;Grito de Alerta;Grito de Alerta
Q10293594;Hallowed Point;Hallowed Point
Q10293630;Reconvexo;Reconvexo
Q10293898;Hardcore (1º Escalão);Hardcore (1º Escalão)
Q10293899;Isto É Bom;Isto É Bom
Q10293902;Hardening of the Arteries;Hardening of the Arteries
Q10293953;Voodoo;Voodoo
Q10299275;I'd Rather Leave While I'm In Love;I'd Rather Leave While I'm In Love
Q10299279;I'll Get By;I'll Get By
Q10299281;I'll Never Fall in Love Again;I'll Never Fall in Love Again
Q10299286;I'm Gone;I'm Gone
Q10299290;I’m on Fire;I'm on Fire
Q10299292;I've Been in Love Before;I've Been in Love Before
Q10299522;I Always Get What I Want;I Always Get What I Want
Q10299525;I Am Rock;I Am Rock
Q10299550;I Kept on Loving You;I Kept on Loving You
Q10299559;I Love You;I Love You
Q10294044;Hat Trick;Hat Trick
Q10294061;Haunting the Chapel;Haunting the Chapel
Q10294106;Head Creeps;Head Creeps
Q10294346;Heirate mich;Heirate mich
Q10294430;Helena;Helena
Q10294538;Hello Again, JoJo;Hello Again, JoJo
Q10294577;Heloísa, Mexe a Cadeira;Heloísa, Mexe a Cadeira
Q10294591;Help;Help
Q10295045;Here Today Gone Tomorrow;Here Today Gone Tomorrow
Q10295253;Herói Guerreiro;Herói Guerreiro
Q10295344;Heute in Jerusalem;Heute in Jerusalem
Q10299570;I Saw It in the Mirror;I Saw It in the Mirror
Q10299568;I Remember You;I Remember You
Q10299585;I Want You;I Want You (Shana song)
Q10299589;I Would Love To;I Would Love To
Q10295360;Hey, Hey Helen;Hey, Hey Helen
Q10295517;Highest Power;Highest Power
Q10295626;Hino ao Senhor do Bonfim;Hino ao Senhor do Bonfim
Q10295624;Hino Patriótico;Hymno Patriótico
Q10295630;Himno del estado de Bahia;Anthem of Bahia
Q10295631;Himno del estado de Paraíba;Anthem of Paraíba
Q10295629;Hino ao Sumo Pontífice;Hino ao Sumo Pontífice
Q10295635;Himno de Alagoas;Anthem of Alagoas
Q10295632;Hino da Umbanda;Hino da Umbanda
Q10295641;Hino de Belém;Hino de Belém
Q10299812;Ideología;Ideologia
Q10299854;If You;If You
Q10299853;If This Was a Movie;If This Was a Movie
Q10301018;Il faut du temps;Il faut du temps
Q10301019;Il me donne rendez-vous;Il me donne rendez-vous
Q10301017;Il doit faire beau là-bas;Il doit faire beau là-bas
Q10301023;Il y aura toujours des violons;Il y aura toujours des violons
Q10301029;Ilariê;Ilariê
Q10301417;Image;Image
Q10301503;Immune;Immune
Q10301807;In Hell I Burn;In Hell I Burn
Q10301814;In My Trunk;In My Trunk
Q10301813;In My Heart;In My Heart
Q10301839;In a Woman's Heart;In a Woman's Heart
Q10301882;Incondicional;Incondicional
Q10302077;Inesquecível;Inesquecível
Q10302124;Infinito;Infinito
Q10302275;Innocent Eyes;Innocent Eyes
Q10302324;Insane in Vain;Insane in Vain
Q10302344;Insolação do Coração;Insolação do Coração
Q10303145;Intermezzo No. 1;Intermezzo No. 1
Q10303593;Irgendwo Anders;Irgendwo Anders
Q10303729;Iron Gland;Iron Gland
Q10304084;Isso aqui é uma Guerra;Isso aqui é uma Guerra
Q10295647;Hino de Cachoeira do Sul;Hino de Cachoeira do Sul
Q10295649;Hino de Caetité;Hino de Caetité
Q10295659;Himno de Goiás;Anthem of Goiás
Q10295663;Himno de Guarulhos;Hino de Guarulhos
Q10295669;Hino de Itaperuna;Hino de Itaperuna
Q10295675;Himno de Mato Grosso;Anthem of Mato Grosso
Q10295673;Hino de Marabá;Hino de Marabá
Q10295678;Himno de Mato Grosso do Sul;Anthem of Mato Grosso do Sul
Q10295677;Hino de Minas Gerais;Hino de Minas Gerais
Q10295685;Himno de Rondônia;Anthem of Rondônia
Q10295686;Himno de Roraima;Anthem of Roraima
Q10295687;Hino de Salvador;Hino de Salvador
Q10295690;Himno de Sergipe;Anthem of Sergipe
Q10295702;Himno de Ceará;Anthem of Ceará
Q10295700;Himno de Acre;Anthem of Acre
Q10295706;Himno de Maranhão;Hymn of Maranhão
Q10295704;Himno de Espírito Santo;Anthem of Espírito Santo
Q10295705;Hino do Futebol Clube do Porto;Hino do Futebol Clube do Porto
Q10295710;Hino do Partido Bolchevique;Hino do Partido Bolchevique
Q10295711;Himno de Pará;Anthem of Pará
Q10295709;Himno de Paraná;hymn of Paraná
Q10295712;Himno de Rio Grande do Norte;Hino do Rio Grande do Norte
Q10295713;Himno de Piauí;Anthem of Piauí
Q10295714;Himno del estado de Amazonas;Amazonas State Anthem
Q10295715;Himno de Tocantins;Anthem of Tocantins
Q10295718;Hino do município de Coronel Fabriciano;Hino do município de Coronel Fabriciano
Q10295719;Hino do município de Macapá;Hino do município de Macapá
Q10295716;Himno del estado de Rio de Janeiro;Anthem of the State of Rio de Janeiro
Q10295717;Hino do município de Itapetinga;Hino do município de Itapetinga
Q10295722;Hino do município de Porto Velho;Hino do município de Porto Velho
Q10295723;Hino do município de Sananduva;Hino do município de Sananduva
Q10295725;Hino do município de Timóteo;Hino do município de Timóteo
Q10295733;Hinos e Cânticos;Hinos e Cânticos
Q1030840;I Don't Like Mondays;I Don't Like Mondays
Q1031857;Can You Feel It;Can You Feel It
Q1031890;Sonata en si menor (Liszt);Piano Sonata in B Minor
Q1031911;Can You Feel the Love Tonight;Can You Feel the Love Tonight
Q1032181;Ha legközelebb látlak;Ha legközelebb látlak
Q1032199;Si j'étais roi;Si j'étais roi
Q10328336;Mel;Mel
Q10328667;Menina Veneno;Menina Veneno
Q10328739;Mentiras;Mentiras
Q10329120;Metal contra as Nuvens;Metal contra as Nuvens
Q10329323;Meu Limão, Meu Limoeiro;Meu Limão, Meu Limoeiro
Q10329337;Meu Pequeno Cachoeiro;Meu Pequeno Cachoeiro
Q10329374;Meus Próprios Meios;Meus Próprios Meios
Q10329384;Mexicola;Mexicola
Q10329406;Mía herman fremosa;Mia yrmana fremosa
Q10329979;Mil Faces de um Homem Leal;Mil Faces de um Homem Leal
Q10330297;Minha Mãe;Minha Mãe
Q10330302;Minha Princesa;Minha Princesa
Q10330300;Minha Namorada;Minha Namorada
Q1032968;Hallelujah;Hallelujah
Q1033015;Candide;Candide
Q1033222;Totentanz;Totentanz
Q10304105;It's Life;It's Life
Q10304109;It's Midnight;It's Midnight
Q10304120;It Doesn't Matter;It Doesn't Matter
Q10304427;Ive Brussel;Ive Brussel
Q10304566;J'ai confiance en toi;J'ai confiance en toi
Q10304637;Ja sam za ples;Ja sam za ples
Q10330591;Miragem;Miragem
Q10331132;Mister Music Man;Mister Music Man
Q10331146;Mistério do Planeta;Mistério do Planeta
Q10331352;Moda da Mula Preta;Moda da Mula Preta
Q10331437;Modinha para Gabriela;Modinha para Gabriela
Q10331634;Moments That Matter;Moments That Matter
Q10331815;Money, Money;Money, Money
Q10331942;Monsters in the Parasol;Monsters in the Parasol
Q10332000;Monte Castelo;Monte Castelo
Q10332270;Morango do Nordeste;Morango do Nordeste
Q10332320;Morena de Angola;Morena de Angola
Q10332774;Move Over;Move Over
Q10332936;Mr. Ego;Mr. Ego
Q10332937;Mr. Guder;Mr. Guder
Q10333027;Muita Treta;Muita Treta
Q10333034;Muito Mais;Muito Mais
Q10333039;Muito Obrigado;Muito Obrigado
Q10333053;Mulata;Mulata
Q10333069;Mulher Barriguda;Mulher Barriguda
Q10333078;Mulher de Fases;Mulher de Fases
Q10333093;Mulheres de Atenas;Mulheres de Atenas
Q103068326;It Must Have Been Love;It Must Have Been Love
Q103070027;It Must Have Been Love;It Must Have Been Love
Q103086042;It Must Have Been Love (Christmas for the Broken Hearted);It Must Have Been Love (Christmas for the Broken Hearted)
Q103106444;Paint;Paint
Q10306508;Je veux donner ma voix;Je veux donner ma voix
Q10306625;Jekyll & Hyde;Jekyll & Hyde
Q10306843;Jesus Chorou;Jesus Chorou
Q10306873;Jet Ski;Jet Ski
Q10308173;Jorge Maravilha;Jorge Maravilha
Q10308279;Jorge da Capadócia;Jorge da Capadócia
Q10312571;João e Maria;João e Maria
Q10312756;Juego de Ajedrez;Juego de Ajedrez
Q10312976;Junkhead;Junkhead
Q10313062;Jura;Jura
Q10313157;Just in Case;Just in Case
Q10313273;Juízo Final;Juízo Final
Q10313286;Já Posso Suportar;Já Posso Suportar
Q10313573;Ka' du se hva' jeg sa'?;Ka' du se hva' jeg sa'?
Q10313745;Kanimambo;Kanimambo
Q103299840;Love I'm Given;Love I'm Given
Q103316854;Blue & Grey;Blue & Grey
Q103325703;A Cayumba;A Cayumba
Q103325706;Quem sabe?;Quem sabe?
Q103325710;O Burrico de Pau;O Burrico de Pau
Q10314118;Keep It Real;Keep It Real
Q10314347;Kill the Christian;Kill the Christian
Q10314352;Killer Is Me;Killer Is Me
Q10314353;Abduction;Abduction
Q10314365;Kilómetro 11;Kilómetro 11
Q10314444;Kiss Me;Kiss Me
Q10314445;Kiss My Lips;Kiss My Lips
Q10314885;Kylie in your eyes;Kylie in your eyes
Q10314933;L'amour s'en va;L'amour s'en va
Q103109193;Paint;Paint
Q103189291;Ooops Up;Ooops Up
Q103201561;I Don't Believe You Want to Get Up and Dance (Oops);I Don't Believe You Want to Get Up and Dance (Oops)
Q103246565;Sayi;Sayi
Q103269329;L'habat;L'habat
Q103285632;So Vocé;So Vocé
Q103295713;Kass;Kass
Q10316927;Leguisamo solo;Leguisamo solo
Q10317198;Lenda das Sereias - Rainha do Mar;Lenda das Sereias - Rainha do Mar
Q10317608;Let Me Be Free;Let Me Be Free
Q10318085;Life In Tokyo;Life In Tokyo
Q10318221;Liga da Justiça;Liga da Justiça
Q10318362;Lilás;Lilás
Q10318410;Limão;Limão
Q10318767;Linha do Equador;Linha do Equador
Q10319191;Little Susie;Little Susie
Q10319256;Live Undead;Live Undead
Q10319310;Living Together;Living Together
Q10319309;Living My Life Without You;Living My Life Without You
Q10319459;Lobisomem;Lobisomem
Q10319651;Lonely Soldier;Lonely Soldier
Q10319656;Long Stick Goes Boom;Long Stick Goes Boom
Q10320055;Love Is Surrender;Love Is Surrender
Q10320067;Love Never Fails;Love Never Fails
Q10320076;Love So Right;Love So Right
Q10320077;Love Song;Love Song
Q10320083;Love Spent;Love Spent
Q10320099;Lover Why;Lover Why
Q10320161;Luar do Sertão;Luar do Sertão
Q10320493;Lugia's Song;Lugia's Song
Q10320926;Lula Lá;Lula Lá
Q10320990;Lunatic of God's Creation;Lunatic of God's Creation
Q10321171;Luz;Luz
Q10321498;Luís Inácio;Luís Inácio
Q10321856;Lying Season;Lying Season
Q10321981;Lê Lê Lê;Lê Lê Lê
Q10322774;Machine;Machine
Q10323030;Magia;Magia
Q10323143;Maior Abandonado;Maior Abandonado
Q10323140;Maionese;Maionese
Q10323267;Mal de Mim;Mal de Mim
Q10323426;Malukete;Malukete
Q10323491;Man in the Middle;Man in the Middle
Q10323494;Man in the Middle;Man in the Middle
Q10323740;Mano na Porta do Bar;Mano na Porta do Bar
Q10324882;Maracangalha;Maracangalha
Q10324947;Marc'Antonio e Cleopatra;Marc'Antonio e Cleopatra
Q10324955;Marca da Promessa;Marca da Promessa
Q10325206;Marcha Solene Brasileira para Orquestra e Banda Militar com Canhão;Marcha Solene Brasileira para Orquestra e Banda Militar com Canhão
Q10325747;Carcará;Carcará
Q10327958;Me and Bobby and Bobby's Brother;Me and Bobby and Bobby's Brother
Q10328174;Medley: Pick a Bale of Cotton/On Top of Old Smokey/Midnight Special;Medley: Pick a Bale of Cotton/On Top of Old Smokey/Midnight Special
Q10325760;月夜愁;Gua̍t-iā Tshiû
Q10326142;Maria das Mercedes;Maria das Mercedes
Q10326320;Marie-Blanche;Marie-Blanche
Q10327009;Marvada Pinga;Marvada Pinga
Q10327083;María Mercedes;María Mercedes
Q10327103;Marș triumfal și primirea steagului și a Măriei Sale Prințul Domnitor;Marș triumfal și primirea steagului și a Măriei Sale Prințul Domnitor
Q10327829;May This Be Love;May This Be Love
Q10327837;Maybe It's You;Maybe It's You
Q10327891;Maçã;Maçã
Q10327894;Maçã do Rosto;Maçã do Rosto
Q10327941;Me Chama de Amor;Me Chama de Amor
Q10327946;Me Esqueça;Me Esqueça
Q10327951;Me Leve;Me Leve
Q1033415;Hammer to Fall;Hammer to Fall
Q1033430;Hamvadó cigarettavég;Hamvadó cigarettavég
Q1033680;Cantaloupe Island;Cantaloupe Island
Q1033707;Una Cantata de Navidad;A Christmas Cantata
Q1033785;Canticum triumphale;Canticum triumphale
Q1033833;Canto General;Canto General
Q1034041;Can't Fight This Feeling;Can't Fight This Feeling
Q1034595;Hazám;Hazám
Q10344828;Parle-moi;Parle-moi
Q10347041;País Tropical;País Tropical
Q10347096;Peace in Our Time;Peace in Our Time
Q10347361;Pedro Brasil;Pedro Brasil
Q10347701;Pedro Pedreiro;Pedro Pedreiro
Q10347934;Peguei um Ita no Norte;Peguei um Ita no Norte
Q10348018;Pelo Telefone;Pelo Telefone
Q10348527;Perdi Você;Perdi Você
Q10348529;Perdido en ti;Perdido En Ti
Q10348574;Perfect Day;Perfect Day
Q1034637;He Wasn't;He Wasn't
Q1034691;Heaven for Everyone;Heaven for Everyone
Q1034908;Capri-Fischer;Capri-Fischer
Q1034946;Capricho español;Capriccio espagnol
Q1034949;Capriccio;Capriccio
Q1035283;Cara al sol;Facing the Sun
Q1035395;Caramelldansen;Caramelldansen
Q1035511;Carbonara;Carbonara
Q10333164;Mundo Animal;Mundo Animal
Q10334071;Muzika i ti;Muzika i ti
Q10334096;My Iron Lung;My Iron Lung
Q10334102;My Mama Said;My Mama Said
Q10334100;My Lovely Man;My Lovely Man
Q10348578;Perfect Gentleman;Perfect Gentleman
Q10348626;Perfume Universal;Perfume Universal
Q10348812;Motel;Motel
Q10349283;Physical Attraction;Physical Attraction
Q10350059;Piruetas;Piruetas
Q10350064;Pisa na fulô;Pisa na fulô
Q10350669;Pode Agradecer;Pode Agradecer
Q10350734;Poesia e Paixão;Poesia e Paixão
Q10351297;Pontas Soltas;Pontas Soltas
Q10351591;Pop Corn/Black Bird;Pop Corn/Black Bird
Q10351634;Por Causa de Você Menina;Por Causa de Você Menina
Q10351632;Por Causa de Você;Por Causa de Você
Q10351633;Por Causa de Você;Por Causa de Você
Q10334589;Máscara Negra;Máscara Negra
Q10334649;Mãe é Mãe;Mãe é Mãe
Q10335191;Na Boca do Beco;Na Boca do Beco
Q10335197;Na Cadência do Samba;Na Cadência do Samba
Q10335206;Na Corte do Egito;Na Corte do Egito
Q10335318;Nada Tenho a Perder;Nada Tenho a Perder
Q10335319;convencer;convencer
Q10335845;Naves Imperiais;Naves Imperiais
Q10335939;Necrophiliac;Necrophiliac
Q10335940;Necrophobic;Necrophobic
Q10335990;Negro Gato;Negro Gato
Q10336037;Nekonečná pieseň;Nekonečná pieseň
Q10336164;Nenhum Verão;Nenhum Verão
Q10336514;Never Say Never;Never Say Never (Lisette Melendez song)
Q10351652;Por Você;Por Você
Q10351730;Porta Aberta;Porta Aberta
Q10352132;Postmortem;Postmortem
Q10352235;Povo que lavas no rio;Povo que lavas no rio
Q10352330;Pra Tocar no Manto;Pra Tocar no Manto
Q10352329;Pra Te Esquecer;Pra Te Esquecer
Q10353189;Praise of Death;Praise of Death
Q10353196;Pranto de poeta;Pranto de poeta
Q10353515;Prece Cósmica;Prece Cósmica
Q10353525;Preciso Dizer que Te Amo;Preciso Dizer que Te Amo
Q10353577;Preludios;Preludes
Q10353606;Preparado Está;Preparado Está
Q10353727;Preta Pretinha;Preta Pretinha
Q10353796;Primavera nos Dentes;Primavera nos Dentes
Q10354072;Pro Dia Nascer Feliz;Pro Dia Nascer Feliz
Q10354640;Protesto do Olodum;Protesto do Olodum
Q103403201;Teddy Bears and Sunday School;Teddy Bears and Sunday School
Q10337137;No One Makes It on Her Own;No One Makes It on Her Own
Q10337168;No Tabuleiro da Baiana;No Tabuleiro da Baiana
Q10337180;Nobreza;Nobreza
Q10337239;Noite de um Verão de Sonho;Noite de um Verão de Sonho
Q10337643;Nosso Deus é Santo;Nosso Deus é Santo
Q10337650;Nostalgija;Nostalgija
Q10338055;Novos Tempos / Alquimia da Luz;Novos Tempos / Alquimia da Luz
Q10338354;Não Adianta;Não Adianta
Q10338359;Não Adianta Chorar;Não Adianta Chorar
Q10338365;Não Deu...;Não Deu...
Q10338392;Não Se Vive sem Bandeira;Não Se Vive sem Bandeira
Q10338403;Não Vou Duvidar;Não Vou Duvidar
Q10338404;Não Vou Ficar;Não Vou Ficar
Q10338457;Nêga Jurema;Nêga Jurema
Q103404497;När kärleken föds;När kärleken föds
Q103406094;När ljusen tändas därhemma;När ljusen tändas därhemma
Q103409566;Jul i Gamla stan;Jul i Gamla stan
Q103417918;Private Eyes;Private Eyes
Q103442949;Feeling Good;Feeling Good
Q10338520;Nós Queremos uma Valsa;Nós Queremos uma Valsa
Q10338704;O Amor é Mais;O Amor é Mais
Q10338753;O Barquinho;O Barquinho
Q10338870;O Charada Brasileiro;O Charada Brasileiro
Q10338876;O Chão Vai Tremer;O Chão Vai Tremer
Q10339026;O Diamante Cor-de-Rosa;O Diamante Cor-de-Rosa
Q10339312;O Lamento de Israel;O Lamento de Israel
Q10339378;O Melhor de La Féria;O Melhor de La Féria
Q10339422;O Meu Amor;O Meu Amor
Q10339423;O Meu Pecado;O Meu Pecado
Q10339477;O Mundo é um Moinho;O Mundo é um Moinho
Q10339486;O Nardo;O Nardo
Q10339498;O Nosso Amor a Gente Inventa;O Nosso Amor a Gente Inventa
Q103446966;Feeling Good;Feeling Good
Q103457453;Hyper Music;Hyper Music
Q103481497;Still Got the Blues;Still Got the Blues
Q103489056;Release Me;Release Me
Q103552781;Heart Like a Wheel;Heart Like a Wheel
Q10339544;O Patrão Nosso de Cada Dia;O Patrão Nosso de Cada Dia
Q10339669;O Que Me Importa;O Que Me Importa
Q10339673;O Que Será;O Que Será
Q10339816;O Sol Nascerá;O Sol Nascerá
Q10339850;O Telefone Tocou Novamente;O Telefone Tocou Novamente
Q10339857;O Tempo;O Tempo
Q10339907;O Universo a Nosso Favor;O Universo a Nosso Favor
Q10339916;O Velho Francisco;O Velho Francisco
Q10339937;O Vira;O Vira
Q10339968;Qué es lo que tiene la bahiana?;O Que É Que A Baiana Tem?
Q10340012;Obi;Obi
Q10340035;Oblivious to Evil;Oblivious to Evil
Q10340055;Obrigado, João Paulo II;Obrigado, João Paulo II
Q10340404;Oh! Meu Imenso Amor;Oh! Meu Imenso Amor
Q10340566;Olha pra Mim;Olha pra Mim
Q10340884;On a Clear Day You Can See Forever;On a Clear Day You Can See Forever
Q10340948;Olas del mar de Vigo;Ondas do mar de vigo
Q10340989;One Single Breath;One Single Breath
Q10344437;Para Lennon e McCartney;Para Lennon e McCartney
Q10344449;Para olvidarte de mí;Para olvidarte de mí
Q10344720;Paratodos;Paratodos
Q10344731;Paraíba;Paraíba
Q10341984;Os Heróis da Resistência;Os Heróis da Resistência
Q10342071;Os Putos;Os Putos
Q10342087;Os Saltimbancos;Os Saltimbancos
Q10342239;Oslodum;Oslodum
Q10342606;Ouro de Tolo;Ouro de Tolo
Q10342618;Out of Here;Out of Here
Q10342616;Out Ta Get Me;Out Ta Get Me
Q10342688;Overnight;Overnight
Q10343150;杯底不可飼金魚;Pue-té m̄-thang tshī Kim-hî
Q10343459;Padre;Padre
Q10343542;Pagode do Gago;Pagode do Gago
Q10343669;Paixão;Paixão
Q10343904;Palpite infeliz;Palpite infeliz
Q10344430;Para-Raio;Para-Raio
Q1035698;Heroes and Villains;Heroes and Villains
Q1036517;Land of the Rising Sun;Land of the Rising Sun
Q1037479;Il mondo della luna;Il mondo della luna
Q1037553;Hail to Bermuda;Hail to Bermuda
Q10355423;Puddle of Grace;Puddle of Grace
