id;es;en
Q2027162;Arco Gateway;Gateway Arch
Q2033910;Palacio Estatal del Kremlin;State Kremlin Palace
Q2034043;Iglesia de San Juan el Guerrero (Moscú);Church of St. John the Warrior
Q2034194;Jardín zoobotánico de Kazán;Kazan Zoo & Botanical Garden
Q2036523;Oswaldhöhle;Oswaldhöhle
Q2047744;Teatro Académico de Ópera y Ballet Musa Cälil;Kazan Opera and Ballet Theatre
Q2061039;Museo Heard;Heard Museum
Q2066103;embajada de Chipre en Moscú;Embassy of Cyprus, Moscow
Q2069617;embajada de Islandia en Rusia;Embassy of Iceland, Moscow
Q2084804;iglesia de San Juan Bautista (Yaroslavl);St. John the Baptist Church in Yaroslavl
Q2087411;Doce Colegios de San Petersburgo;Twelve Collegia
Q2087804;Philippenhöhle;Philippenhöhle
Q2093733;Concatedral de San Alejandro;Co-Cathedral of St. Alexander, Kyiv
Q2094477;Monasterio de Zverin;Zverin Monastery
Q2119741;Palacio de la Paz y la Reconciliación;Palace of Peace and Reconciliation
Q2154396;iglesia de la Intercesión en Fili;Church of the Intercession at Fili
Q2177054;Instituto Ruso de Arte Teatral;Russian Institute of Theatre Arts
Q2130639;Randenburg;Randenburg
Q2152399;Riesenburg (Höhle);Riesenburg (Höhle)
Q2177261;Milenario de Rusia;Millennium of Russia
Q2225340;iglesia de San Clemente;St Clement's Church, Moscow
Q2234567;Monasterio Símonov;Simonov Monastery
Q2250283;Schräge Wand;Schräge Wand
Q2303314;Al Faisaliyah Center;Al Faisaliah Centre
Q2307647;Palacio de las Facetas;Palace of Facets
Q2315050;Oranienbaum (Rusia);Oranienbaum
Q2263539;Palacio de Falaknuma;Falaknuma Palace
Q2269257;Hilton Moscow Leningradskaya;Hilton Moscow Leningradskaya
Q2297522;Parque Sofiyivski;Sofiyivsky Park
Q2302963;Sophienhöhle;Sophienhöhle
Q2253903;Catedral de la Asunción de Makhachkala;Orthodox cathedral of the Dormition of Our Lady in Makhachkala
Q2258674;Palacio de Schön;Ernest Schön Palace in Sosnowiec
Q2259277;Catedral de Odigitrievsky;Odigitrievsky Cathedral
Q2263092;Naryn-Kala;Naryn Castle
Q2263392;Iglesia-refectorio del Monasterio de las Cuevas de Kiev;Refectory Church
Q2321997;Catedral Naval de Kronstadt;Naval Cathedral in Kronstadt
Q2361244;Puente Krymski;Krymsky Bridge
Q2365112;Edificio Sulzer de Winterthur;Sulzer high-rise
Q2367636;Strelka;Spit of the Vasilievsky Island
Q2373544;Torre Troitskaya;Troitskaya Tower
Q2377530;iglesia de la Natividad de la Vírgen en Putinki;Nativity Church at Putinki
Q2419297;iglesia de los Santos Borís y Gleb;Church of Boris and Gleb
Q2429287;Palacio de Ali Qapu;Ali Qapu
Q2432753;Monasterio de San Nicolás de Ugresha;Ugresha Monastery
Q2444377;Cementerio Ortodoxo de Smolensk;Smolenskoye Orthodox Cemetery
Q2377891;Biblioteca de Viipuri;Vyborg Library
Q2382815;Hipódromo Central de Moscú;Central Moscow Hippodrome
Q2382926;Torre inclinada de Neviansk;Leaning Tower of Nevyansk
Q2388422;Edificio de la plaza Kudrinskaya;Kudrinskaya Square Building
Q2416732;Torre Spasskaya;Spasskaya Tower
Q2461044;Turmhügel Purkstal;Turmhügel Purkstal
Q303756;Catedral de Santa Sofía de Nóvgorod;Saint Sophia Cathedral
Q314607;Teufelshöhle bei Pottenstein;Devil's Cave
Q4402655;Universidad Estatal de Riazán;Sergei Yesenin Ryazan State University
Q4404475;Jardín Aquarium;Aquarium garden
Q4411008;Catedral de la Asunción;Assumption Cathedral, Sviyazhsk
Q4411363;Iglesia de San Demetrio;St. Dimitry's Church, Novocherkassk
Q4411493;Monasterio de Sarov;Sarov Monastery
Q4411673;Monasterio de San Jorge (Sheptitski);Basilian monastery in Sheptitskyi
Q4417975;arsenal de Sestroretsk;Sestroretsk arsenal
Q4425482;Universidad Popular de la Ciudad de Moscú;Moscow City People’s University
Q4451245;Catedral de Nuestra Señora del Perpetuo Socorro;Cathedral of Our Lady of Perpetual Succour
Q4453555;Instituto de Teatro Boris Shchukin;Boris Shchukin Theatre Institute
Q4470581;Centro Internacional de Convenciones Casa Ucraniana;Ukrainian House
Q4472701;embajada de Zambia en Rusia;Embassy of Zambia, Moscow
Q4500782;iglesia de los Nueve Santos Mártires de Cícico;Church of Saints Nine Martyrs of Cyzicus
Q4504127;Escuela central de música;Central Music School
Q321229;Puerta de Holsten;Holstentor
Q375604;Monasterio de Yuriev;Yuriev Monastery
Q378143;Castillo Hearst;Hearst Castle
Q379080;Fuerte Jesús;Fort Jesus Museum
Q401613;Catedral de la Epifanía de Moscú;Yelokhovo Cathedral
Q403404;Palacio de Axel Oxenstierna;Axel Oxenstierna Palace
Q404571;Catedral de Kazán;Kazan Cathedral
Q4504767;Iglesia de San Cosme y San Damián (Moscú);St Cosmas and St Damian Church
Q4504846;Iglesia de San Nicolás en la isla de Lipno;Saint Nicholas Church on Lipno Island
Q4504881;Iglesia de la Intercesión de la Santísima Virgen de Derbent;Church of the Intercession of the Holy Virgin of Derbent
Q4505008;Iglesia del Santo Salvador de Derbent;Church of the Holy All-Savior of Derbent
Q4505020;Iglesia de San Gregorio, Nyugdi;St Grigoris Church, Nyugdi
Q4505214;Iglesia de Santa Sofía (Moscú);Saint Sophia Church, Moscow
Q4516884;Escaleras Chkálov;Chkalov Stairs
Q4736267;Alter Botanischer Garten Tübingen;Alter Botanischer Garten Tübingen
Q4794137;Estadio Dinamo;Central Dynamo Stadium
Q4804617;Ashbel Smith Building;Ashbel Smith Building
Q4923842;Fortaleza de Blagaj;Blagaj Fortress
Q405637;Palacio Pávlovsk;Pavlovsk Museum-Preserve
Q5146985;iglesia colegiata de Tum;Collegiate church in Tum
Q5369881;embajada de Georgia en Rusia;Embassy of Georgia in Moscow
Q28665824;Cabaña de Pedro el Grande (Derbent);Cabin of Peter the Great (Derbent)
Q28867954;Casa Trunov;Trunov House
Q29015900;Edificio Ptitsevodsoyuz;Ptitsevodsoyuz Building
Q30957192;Hotel Astoria;Astoria Hotel
Q34864147;Lock 7;Lock 7
Q36345971;Kinoteatr Zarya;Kinoteatr Zarya
Q43118635;Iglesia Parroquial de Santa María de Almocóvar;Church of Santa María de Almocóvar, Alcántara
Q43951417;Daorson;Daorson
Q47140341;Monasterio Shartoma de San Nicolás;Nikolo-Shartomsky Monastery
Q49256998;puesto de enclavamiento Sn (estación Leipzig-Schönefeld);Stellwerk Sn - Hohentichelnstraße 8
Q49257132;Cochera Paunsdorf;Straßenbahnhof Paunsdorf
Q49452445;estación Grimma ob Bf;Bahnhof Grimma ob Bf
Q49453161;estación Großsteinberg;Großsteinberg railway station
Q428858;al-Másyid al-Haram;Al-Masjid Al-Haram
Q441128;Punta Orote;Point Udall
Q473477;Castillo de Kiel;Kiel Castle
Q477462;Kizhi Pogost;Kizhi Pogost
Q54670589;Bodenberghöhle;Bodenberghöhle
Q54759745;Steinbrüche am Schmausenbuck;Steinbrüche am Schmausenbuck
Q54806831;Fördesparkasse (Kiel-Damperhof);Sparkasse Lorentzendamm (Kiel)
Q54824303;Vogelherdgrotte;Vogelherdgrotte
Q486080;Mezquita del Profeta;Prophet's Mosque
Q54825135;Raumgrotte;Raumgrotte
Q513756;Mezquita Imperial;King's Mosque in Pristina
Q526091;Estación de Pinhão;Pinhão train station
Q526847;Casa de los Sóviets;House of Soviets
Q547238;iglesia de San José;St. Joseph's Church, Tyumen
Q2828887;Aq Saray;Ak-Saray Palace
Q2837637;Catedral de San Nicolás;Saint Nicholas Cathedral, Novgorod
Q2861586;Palacio de Arjángelskoye;Arkhangelskoye Estate
Q2979941;Club de la fábrica Kauchuk;Kauchuk Factory Club
Q3013884;Górenki;Gorenki Estate
Q3250647;Mezquita de Abbás;Al Abbas Mosque
Q54868090;Osterloch in Hegendorf;Osterloch in Hegendorf
Q3585725;iglesia de la Exaltación de la Santa Cruz;Church of the Exaltation of the Holy Cross, Tambov
Q3585842;iglesia de la Santa Trinidad;Holy Trinity Church, Tobolsk
Q3585885;iglesia de la Visitación;Church of the Visitation in Saint Petersburg
Q3650574;iglesia de Tjaba-Yerdi;Tkhaba-Yerdy Church
Q3739749;Faro de Aniva;Aniva lighthouse
Q3760267;Iglesias del Zelenchuk;Zelenchuk churches
Q4028031;Primera escuela de gramática de Moscú;First Moscow gymnasium
Q4055021;Abrámtsevo;Abramtsevo
Q4059162;Académicos Dacha;Academicheskaya Dacha
Q54859514;Hirschberghöhle;Hirschberghöhle
Q54859664;Wirrlesloch;Wirrlesloch
Q4201575;Instituto Marx-Engels-Lenin;Marx-Engels-Lenin Institute
Q4217441;iglesia de la Madre de Dios;Most Holy Mother of God Catholic Church (Vladivostok)
Q4224195;Club de la fábrica Svoboda;Svoboda Factory Club
Q4238511;Estación de Krasnodar-I;Krasnodar-1 railway station
Q4238982;Antiguo Observatorio de Moscú;Krasnopresnenskaja Observatory MSU
Q4242029;Krugovaya Kinopanorama;Krugovaya Kinopanorama
Q4242963;Museo Etnográfico de Crimea;Crimean ethnographic museum
Q4263743;Literátorskie mostkí;Literatorskie mostki
Q3360905;Palacio Petrovski;Petrovsky Palace, Moscow
Q3378135;Faro Osinovetsky;Osinovetsky Light
Q3408535;Casa de los Sindicatos de Moscú;House of the Unions
Q3435920;iglesia de San Gregorio de Neocesarea en Polyanka;Church of Saint Gregory of Neocaesarea in Polyanka, Moscow
Q3580256;iglesia de Nuestra Señora de la Asunción;Our Lady of the Assumption Church, Novocherkassk
Q3580417;iglesia de Nuestra Señora del Perpetuo Socorro;Our Lady of Perpetual Help Church, Petrozavodsk
Q3580427;iglesia de Nuestra Señora del Rosario;Our Lady of the Rosary Church, Vladimir
Q3583390;iglesia de San Nicolás;St. Nicholas' Church, Luga
Q3583597;iglesia de San Pedro y San Pablo;Peter and Paul catholic church in Veliky Novgorod
Q3583600;iglesia de San Pedro y San Pablo;St. Peter and St. Paul's Church, Tula
Q3585468;iglesia de San Nicolás;St. Nicholas' Church, Volgograd
Q54868072;Fischerhöhle;Fischerhöhle
Q4273796;Mausoleo de Chashma Ayub;Chashma-Ayub Mausoleum
Q4281399;Mariinsky hospital para pobres;Mariinsky Hospital for the Poor
Q4289955;Molino de Gerhardt;Gerhardt Mill
Q4294007;Minarete de Kalyan;Kalyan Minaret
Q4297040;Cementerio Miusskaya;Miusskaya Cemetery
Q4158660;Fortaleza de Derbent;Derbent Fortress
Q4158661;Fortificaciones de Derbent;Derbent Wall
Q4163696;Muranovo;Muranovo
Q4163877;Polenovo;Polenovo
Q4164858;Bab al-Futuh;Bab al-Futuh
Q4165336;Casa Mélnikov;Melnikov House
Q4165554;Casa de la viuda llorona;House of the Weeping Widow
Q4177920;iglesia del profeta Elías;Church of Elijah the Prophet in Yaroslavl
Q4189954;casa consistorial de Moscú;Moscow City Hall
Q4192865;Catedral de Nuestra Señora del Signo;Cathedral of Our Lady of the Sign
Q4196668;Universidad Estadal de Ivanovo;Ivanovo State University
Q4303894;Academia estatal de coreografía de Moscú;Moscow State Academy of Choreography
Q4314782;Hotel Nacional;Hotel National
Q4319895;Convento Nikitsky;Nikitsky monastery
Q4320748;Iglesia de Nicolás Zaretsky;Nicholas-Zaretsky Church
Q4334690;Estación de Omsk-Passazhirskiy;Omsk railway station
Q4336216;Colegio Teológico de Oremburgo;Former Theological School, Orenburg
Q4353589;embajada de Finlandia en Rusia;Embassy of Finland, Moscow
Q4365690;Plaza Ostróvskogo;Ostrovsky Square
Q4369351;Monasterio de la Intercesión de Moscú;Intercession Monastery
Q4068273;Jardín de los Boticarios;botanical garden of Moscow State University
Q4073208;Fortaleza de Ajtý;Akhty Fortress
Q4095118;Jardín Botánico de la Universidad Estatal de San Petersburgo;Botanical garden of Saint Petersburg State University
Q4100061;Teatro de Ópera y Ballet de Buriatia;Buryat Academic Opera and Ballet Theater
Q4113888;Vovnushki;Vovnushki
Q4114893;Iglesia de la Ascensión;Ascension Church, Yaroslavl
Q4116323;Mezquita Juma de Derbent;Derbent Mosque
Q4122943;Estación de ferrocarril de Volgogrado;Volgograd railway station
Q4135816;Iglesia de San Jorge (monasterio de Yuriev);Church of Saint George (Yuriev monastery)
Q4150512;Grúzino;Gruzino estate
Q4152834;Tamchinsky datsan;Tamchinsky datsan
Q4155396;Dacha Durnovo;Dacha Durnovo
Q4374084;embajada de Chile en Moscú;Embassy of Chile, Moscow
Q4374095;embajada de Estonia en Rusia;Embassy of Estonia in Moscow
Q4398506;Kremlin de Rostov;Rostov kremlin
Q4373969;Embajada de Argentina en Rusia;Embassy of Argentina, Moscow
Q4373989;embajada de Vietnam en Rusia;Embassy of Vietnam, Moscow
Q4373993;embajada de Dinamarca en Rusia;Embassy of Denmark, Moscow
Q4374007;embajada de Kazajistán en Rusia;Embassy of Kazakhstan, Moscow
Q4374058;embajada de Tayikistán en Rusia;Embassy of Tajikistan, Moscow
