id;es;en
Q104526698;Smokey Bear Interpretive Trail;Smokey Bear Interpretive Trail
Q100248552;Badwater Road;Badwater Road
Q104527410;Headforemost Mountain Overlook;Headforemost Mountain Overlook
Q100272508;Don Pedro Vista Point;Don Pedro Vista Point
Q100298323;Discovery Point;Discovery Point
Q104527432;Black Rock Hill Overlook;Black Rock Hill Overlook
Q104527449;Arnold Valley Overlook;Arnold Valley Overlook
Q104527550;Bluff Mountain Overlook;Bluff Mountain Overlook
Q100312958;Pumice Desert Viewpoint;Pumice Desert Viewpoint
Q100313240;Devil's Backbone Viewpoint;Devil's Backbone Viewpoint
Q100313903;Godfrey Glen Viewpoint;Godfrey Glen Viewpoint
Q100324858;Chimborazo Medical Museum;Chimborazo Medical Museum
Q104528102;Grandfather Mountain Overlook;Grandfather Mountain Overlook
Q104530356;Lane Pinnacle Overlook;Lane Pinnacle Overlook
Q104530429;Saunook Overlook;Saunook Overlook
Q100325870;Torre de Tapia de la Ribera;Tapia de la Ribera Tower
Q100329868;Botella gigante de Lemon & Paeroa;Big Lemon & Paeroa bottle
Q100329878;Springfield Doughnut;Springfield Doughnut
Q100492429;Hunt House Visitor Information Center;Hunt House Visitor Information Center
Q104539848;Pedernales Falls Overlook;Pedernales Falls Overlook
Q100519872;Museo de Vicente Risco;Museum of Vicente Risco
Q100995577;Casa Museo Niceto Alcalá-Zamora;Casa Museo Niceto Alcalá-Zamora
Q101001809;Kennesaw Mountain National Battlefield Park Visitor Center;Kennesaw Mountain National Battlefield Park Visitor Center
Q101064546;Roger Williams National Memorial Visitor Center;Roger Williams National Memorial Visitor Center
Q101096823;De Soto National Memorial Visitor Center;De Soto National Memorial Visitor Center
Q101110179;Mirador de Ézaro;Mirador de Ézaro
Q101435150;Ste. Genevieve National Historical Park Visitor Center;Ste. Genevieve National Historical Park Visitor Center
Q104530768;Iron Mine Hollow South Overlook;Iron Mine Hollow South Overlook
Q104541801;Canyon Rim Visitor Center;Canyon Rim Visitor Center
Q104539859;Headquarters Overlook;Headquarters Overlook
Q104541778;Sandstone Visitor Center;Sandstone Visitor Center
Q101520866;McIntosh Vista;McIntosh Vista
Q104578861;Kachina Bridge View;Kachina Bridge View
Q104577009;Sipapu Bridge View Point;Sipapu Bridge View Point
Q101522453;Cave Loop Road;Cave Loop Road
Q102075742;Mesa Top Loop Road;Mesa Top Loop Road
Q104541829;Grandview Visitor Center;Grandview Visitor Center
Q104576591;Natural Bridges Entrance Viewpoint;Natural Bridges Entrance Viewpoint
Q104579656;Owachomo Bridge View;Owachomo Bridge View
Q104585429;Moki Dugway Overlook;Moki Dugway Overlook
Q103729028;Vista Point;Vista Point
Q104594677;Painted Desert Vista;Painted Desert Vista
Q102327045;Radiotelescopio de Arecibo;Arecibo Observatory
Q104588218;Balanced Rock View;Balanced Rock View
Q104594697;Jasper Forest Viewpoint;Jasper Forest Viewpoint
Q104595495;Crystal Lake Overlook;Crystal Lake Overlook
Q104723730;Museum aan de Stroom (edificio);Museum aan de Stroom (building)
Q104185519;Richland Balsam Overlook;Richland Balsam Overlook
Q104185810;Cowee Mountain Overlook;Cowee Mountain Overlook
Q103818522;Battle Rock Scenic View;Battle Rock Scenic View
Q103963818;Mostaland;Mostaland
Q104049716;Fins of Fire Observation Point;Fins of Fire Observation Point
Q104055545;Homer Wilson Ranch Overlook;Homer Wilson Ranch Overlook
Q104630853;Goose Island Bird Watching Area;Goose Island Bird Watching Area
Q103351725;Doyel Valley Overlook;Doyel Valley Overlook
Q103675342;Lickstone Ridge Overlook;Lickstone Ridge Overlook
Q104119107;Kondaa;Kondaa
Q104635907;Colegio de la Compañía;Colegio de la Compañía
Q104635963;Pazo de García Flórez;Pazo de García Flórez
Q104636001;Pazo de Castro Monteagudo;Pazo de Castro Monteagudo
Q104700494;Caprock Canyons State Park and Trailway Scenic Overlook;Caprock Canyons State Park and Trailway Scenic Overlook
Q104188428;Licklog Ridge Overlook;Licklog Ridge Overlook
Q104189342;Looking Glass Rock Overlook;Looking Glass Rock Overlook
Q104235671;Teamlab borderless;Mori Building Digital Art Museum: EPSON teamLab Borderless
Q104342138;Waynesville Overlook;Waynesville Overlook
Q104188372;Roy Taylor Forest Overlook;Roy Taylor Forest Overlook
Q104185902;Beartrap Gap Overlook;Beartrap Gap Overlook
Q104360017;Doubletop Mountain Overlook;Doubletop Mountain Overlook
Q106083152;Villa Saffi;Villa Saffi
Q106104551;Leach Fire Lookout Tower;Leach Fire Lookout Tower
Q106223492;Miradouro de Penedo Durão;Miradouro de Penedo Durão
Q106241112;Ferrocarril Turístico Minero;Tourist Mining Train
Q106187;Calzada del Gigante;Giant's Causeway
Q107106;Jastrzębie-Zdrój;Jastrzębie-Zdrój
Q106402720;Three Senses Nature Trail;Three Senses Nature Trail
Q106406143;Losing Ground Scenic View;Losing Ground Scenic View
Q1048234;Kamicochi;Kamikochi
Q1048381;Paso Shanhai;Shanhai Pass
Q106414977;Kabetogama Lake Visitor Center;Kabetogama Lake Visitor Center
Q1048695;Castillo de San Fernando (Figueras);Sant Ferran Castle
Q1048705;Castillo de los Tres Dragones;Castle of the Three Dragons
Q1048836;Castillo de los Este;Castello Estense
Q1049016;Castelvecchio;Castelvecchio
Q106415665;Ash River Visitor Center;Ash River Visitor Center
Q106415702;Rainy Lake Visitor Center;Rainy Lake Visitor Center
Q1049033;Museo Guggenheim de Venecia;Peggy Guggenheim Collection
Q1049514;Castillo de Howard;Castle Howard
Q1049589;Castillo de Mey;Castle of Mey
Q1049645;Sitio arqueológico Yoshinogari;Yoshinogari site
Q1050082;Palacio de Kew;Kew Palace
Q106484570;Museo de Arte Ecuestre;Museum of Equestrian Art
Q106485525;Kings Canyon Overlook;Kings Canyon Overlook
Q1051229;Museo arquitectónico al aire libre Edo-Tokyo;Edo-Tokyo Open Air Architectural Museum
Q1051683;Spodek;Spodek
Q106490438;Lodgepole Visitor Center;Lodgepole Visitor Center
Q106490453;Cedar Grove Visitor Center;Cedar Grove Visitor Center
Q106547335;Museo Arqueológico de Yecla;Museo Arqueológico de Yecla
Q106603387;Route 66 Pullout;Route 66 Pullout
Q1051928;Museo Kröller-Müller;Kröller-Müller Museum
Q106603485;The Tepees North Pullout;The Tepees North Pullout
Q1052042;Epcot;Epcot
Q1052105;Museo Nacional de Al Ain;Al Ain National Museum
Q1052171;Ca' Rezzonico;Ca' Rezzonico
Q1054169;Centre Pompidou-Metz;Centre Pompidou-Metz
Q106603497;The Tepees South Pullout;The Tepees South Pullout
Q106609990;Petrified Forest Road;Petrified Forest Road
Q106618284;Tenaya Lake Viewpoint;Tenaya Lake Viewpoint
Q1054252;Centro Atlántico de Arte Moderno;Centro Atlántico de Arte Moderno
Q1054339;Centro de Arte Moderna Gulbenkian;Centro de Arte Moderna Gulbenkian
Q1055037;National Museum of Art;National Museum of Art, Osaka
Q1055628;Museo Nacional de Arte Moderno de Kioto;National Museum of Modern Art, Kyoto
Q1055949;Cerro San Antonio;Cerro San Antonio
Q1056293;Real Hospicio de San Fernando (1668 -1922);Real Hospicio de San Fernando  (1668 -1922)
Q1056441;Museo de Arte Mundial de Beijing;China Millennium Monument
Q1059426;Kremlin de Súzdal;Suzdal Kremlin
Q106623423;Badwater Observation Point;Badwater Observation Point
Q1061094;Museo Kelvingrove;Kelvingrove Art Gallery and Museum
Q1061142;El Museo del Barrio;El Museo del Barrio
Q1062421;Cueva de Karain;Karain Cave
Q1063513;Legoland Billund;Legoland Billund
Q106624566;Newton B. Drury Scenic Parkway;Newton B. Drury Scenic Parkway
Q106625706;Marmot Peak Overlook;Marmot Peak Overlook
Q106632487;Little Rock Central High School National Historic Site Visitor Center;Little Rock Central High School National Historic Site Visitor Center
Q1064331;Templos de Tarxien;Tarxien Temples
Q1064760;Six Flags Great Adventure;Six Flags Great Adventure
Q1065056;Millennium Force;Millennium Force
Q1067140;MACBA Museo de Arte Contemporáneo de Barcelona;MACBA Barcelona Museum of Contemporary Art
Q1068289;Chatsworth House;Chatsworth House
Q106656261;South Entrance Sign Viewpoint;South Entrance Sign Viewpoint
Q1068311;Mercado Chatuchak;Chatuchak Weekend Market
Q1068443;Khawr al Udayd;Khawr al Udayd
Q1068893;Cheetah Hunt;Cheetah Hunt
Q106657186;Wizard Island Overlook;Wizard Island Overlook
Q106661507;Last Snow Pullout;Last Snow Pullout
Q1069719;Angels Flight;Angels Flight
Q1071889;Cuevas de Waitomo;Waitomo Caves
Q1072091;Tatras Occidentales;Western Tatras
Q106684635;Rim Trail South Scenic View;Rim Trail South Scenic View
Q106684723;Rim Trail North Scenic View;Rim Trail North Scenic View
Q1072350;Sukiennice;Sukiennice
Q1072981;Museo Chillida-Leku;Chillida-Leku
Q1072990;Castillo de Chillingham;Chillingham Castle
Q10480451;EiríksstaðIr;Eiríksstaðir
Q10495790;Fisketuren;Fisketuren
Q106698332;Sage Creek Road;Sage Creek Road
Q106764554;Museo Arqueológico de Cacabelos;Museo Arqueológico de Cacabelos
Q106775614;Musée Raoul-Dastrac;Musée Raoul-Dastrac
Q106809239;Zelendárky;Zelendárky
Q106823340;musée archéologique André-Larroderie;musée archéologique André-Larroderie
Q10500251;Furuviksparken;Furuviksparken
Q10500908;Fåfängan;Fåfängan
Q10510287;Gudmundstjärn;The farm Gudmundstjärn
Q10523918;High Chaparral Theme Park;High Chaparral Theme Park
Q10547720;Konstnärshuset;Artists' House of Stockholm
Q10576456;Mannaminne;Mannaminne
Q10577450;Museo de la Armada de Suecia;Naval Museum of Sweden
Q106825033;Manitou Cliff Dwellings Museum;Manitou Cliff Dwellings Museum
Q106929677;Fortaleza de Kindgi;Kindgi Fortress
Q106941241;Fortaleza de Sujumi;Sukhumi fortress
Q106960191;Za neznašovským kohoutem;Za neznašovským kohoutem
Q107094318;Blue Bay Marine Park;Blue Bay Marine Park
Q107141178;Museo de la Gran Minería del Cobre;Museum of the Great Copper Mining
Q107264492;Casa Museo Leonora Carrington;Leonora Carrington House Museum
Q10649958;Rauma Art Museum;Rauma Art Museum
Q10659122;El Centro de la Edad Media;Middelaldercentret
Q10663150;Scharinska villa;Scharinska villa
Q104779932;Ishpeming Fire Tower;Ishpeming Fire Tower
Q107308350;Mogollon Baldy Lookout;Mogollon Baldy Lookout
Q107313863;Museo Aeronáutico Tiflológico;Tiflologic Aeronautical Museum
Q107315791;Bearwallow Lookout;Bearwallow Lookout
Q107356374;Sugarloaf Peak Lookout;Sugarloaf Peak Lookout
Q104800324;Cypress Point Lookout;Cypress Point Lookout
Q107356588;Timberdoodle Flats Interpretive Trail;Timberdoodle Flats Interpretive Trail
Q104808386;Pescadero Point Overlook;Pescadero Point Overlook
Q104809068;Bird Rock Vista Point;Bird Rock Vista Point
Q107389640;Parque nacional de Zigalga;Zigalga National Park
Q107387575;Cooper Ridge Lookout Tree;Cooper Ridge Lookout Tree
Q107387593;Corral Lake Lookout Tree;Corral Lake Lookout Tree
Q104810138;Fanshell Overlook;Fanshell Overlook
Q104811741;Lone Cypress Overlook;Lone Cypress Overlook
Q104813204;Calaveras Point;Calaveras Point
Q104820671;Ojibway Fire Tower;Ojibway Fire Tower
Q104836063;Centro Acuático Porvenir;Centro Acuático Porvenir
Q104845329;Fort Harrison Visitor Center;Fort Harrison Visitor Center
Q104845398;Cold Harbor Visitor Center;Cold Harbor Visitor Center
Q104845473;Civil War Visitor Center;Civil War Visitor Center
Q104872190;Hanging Valley Viewpoint;Hanging Valley Viewpoint
Q104872996;Northside Drive;Northside Drive
Q104873222;Southside Drive;Southside Drive
Q104878588;Tren de la República de los Niños;República de los Niños Railway
Q104919074;Cueva de Palestina;Cueva de Palestina
Q104972783;Vermilion Lakes Viewpoint;Vermilion Lakes Viewpoint
Q104987926;Smith-Dorrien Trail;Smith-Dorrien Trail
Q105031521;The Fox's Den;The Fox's Den
Q105047813;Shark Valley Tram Road;Shark Valley Tram Road
Q105069402;Hidden Valley Interpretive Trail;Hidden Valley Interpretive Trail
Q105069421;Alpine Visitor Center Viewpoint;Alpine Visitor Center Viewpoint
Q105082173;Hornet Lookout;Hornet Lookout
Q105138963;El Capitan Lookout;El Capitan Lookout
Q105143238;Cottonwood Wildlife Viewing Platform;Cottonwood Wildlife Viewing Platform
Q105217037;Walnut Canyon Desert Drive;Walnut Canyon Desert Drive
Q105334709;Fayette Station Road;Fayette Station Road
Q105337007;Cades Cove Loop Road;Cades Cove Loop Road
Q105337131;Laurel Creek Road;Laurel Creek Road
Q105456459;Weston Lake Overlook;Weston Lake Overlook
Q105459646;Potawatomi State Park Observation Tower;Potawatomi State Park Observation Tower
Q105480613;Balcón de Alicante;Balcón de Alicante
Q105504613;West Horseshoe Park Turnout;West Horseshoe Park Turnout
Q105504835;Sheep Lakes Turnout;Sheep Lakes Turnout
Q105553919;George Walter Vincent Smith Art Museum;George Walter Vincent Smith Art Museum
Q105620931;Museo de Alfombras, Artes y Oficios;Museum of Carpet, Arts and Crafts
Q105675371;Centro de Artes Visuales;Centro de Artes Visuales
Q105693451;Museo de Arte Contemporáneo Helga de Alvear;Museum of Contemporary Art Helga de Alvear
Q105724647;945 Madison Avenue;945 Madison Avenue
Q107539624;Kekekabic Lookout Tower;Kekekabic Lookout Tower
Q107539928;Mille Lacs Kathio Observation Tower;Mille Lacs Kathio Observation Tower
Q1074318;Museo nacional de China;National Museum of China
Q1074877;Chiswick House;Chiswick House
Q1075126;Galería Freer;Freer Gallery of Art
Q107540027;Marble Lake Lookout Tower;Marble Lake Lookout Tower
Q1075804;Cueva de aragonito Ochtinská;Ochtinská Aragonite Cave
Q1080108;Galería Nacional de las Marcas;Galleria Nazionale delle Marche
Q1081881;Museo nazionale di San Matteo;National Museum of San Matteo
Q1083927;Catedral de Cristo Rey;Christ the King Cathedral in Katowice
Q1085811;Pinacoteca Ambrosiana;Pinacoteca Ambrosiana
Q1089272;Parque nacional Humedales Xixi;Xixi National Wetland Park
Q107541361;Pinewood Fire Tower;Pinewood Fire Tower
Q1092464;Cinemateca Portuguesa;Cinemateca Portuguesa
Q1092492;Cineteca Nacional;Cineteca Nacional
Q1092493;Cineteca di Bologna;Cineteca di Bologna
Q1093757;Casa de Nabokov;Nabokov House
Q1094302;Musée de la musique;Musée de la musique
Q1094325;Cité de l'espace;City of Space
Q107541658;Sandy Lake Lookout Tower;Sandy Lake Lookout Tower
Q107541782;Smoky Hills Lookout Tower;Smoky Hills Lookout Tower
Q107541850;Agassiz Headquarters Fire Observation Tower;Agassiz Headquarters Fire Observation Tower
Q1094822;Castillo de Tours;château de Tours
Q1095336;Uzungöl;Uzungöl
Q10765372;Cueva de Hwanseon;Hwanseon Cave
Q10854575;Aquapalace Praha;Aquapalace Praha
Q10855544;Galería de la Academia de Florencia;Galleria dell'Accademia
Q10860702;Muro de los Te amo;Wall of Love
Q10861597;Casa Museo C. G. Jung;C. G. Jung House Museum
Q10861627;Casa del Vínculo y del Retorno;Casa del Vínculo y del Retorno
Q10895490;Bingxue Dashijie;Ice and Snow World
Q10940111;Museo Diocesano de Huesca;Diocesan Museum of Huesca
Q107391511;Fracas Lookout Tree;Fracas Lookout Tree
Q107552302;Devilfish Lookout Tower;Devilfish Lookout Tower
Q107585406;Tren de Arganda;Tren de Arganda
Q107600196;Casona de La Mayorazga;Casona de la Mayorazga
Q108079140;Miradouro das Antenas;Miradouro das Antenas
Q108114851;Edificio Castelao del Museo de Pontevedra;Castelao Building of the Pontevedra Museum
Q107391539;Grandview Lookout Tree;Grandview Lookout Tree
Q107391620;Tipover Lookout Tree;Tipover Lookout Tree
Q108221120;Seminário da Conceição;Seminário da Conceição
Q108325087;San Francisco Maritime National Historical Park Visitor Center;San Francisco Maritime National Historical Park Visitor Center
Q108557475;Alto Vale do Piranga;Alto Vale do Piranga
Q108611523;Museo Arqueológico de Ceos;Archaeological Museum of Kea
Q108619581;"Museo Provincial de Bellas Artes ""Dr. Pedro E. Martínez""";"Provincial Museum of Fine Arts ""Dr. Pedro E. Martínez"""
Q108649834;Fur Affinity;Fur Affinity
Q107391627;Little Mountain Lookout Tree;Little Mountain Lookout Tree
Q108680091;Casa-Museo César Manrique;Casa-Museo César Manrique
Q108682500;Escuela Rafael M. de Labra;Rafael María de Labra Graded School
Q108690842;Parque Minero de Riotinto;Rio Tinto Mining Park
Q108761407;Instituto Giacometti;Giacometti Institute
Q108791364;Museo Arqueológico Regional del Huila;Huila Regional Archaeological Museum
Q108797380;Polychrome Overlook;Polychrome Overlook
Q107391630;Telephone Hill Lookout Tree;Telephone Hill Lookout Tree
Q107391647;Summit Mountain Lookout Tree;Summit Mountain Lookout Tree
Q108797792;Denali Park Road;Denali Park Road
Q108907480;SINGULART;SINGULART
Q109094611;Mirador Municipal João Roberto Pilon Filho;João Roberto Pilon Filho Municipal Viewpoint
Q109253044;Cine y Arte del SODRE;Departamento de Cine Arte del SODRE
Q109255796;Museo de Arte Yemisi Shyllon;Yemisi Shyllon Museum of Art
Q107391677;Tater Point Lookout Tree;Tater Point Lookout Tree
Q109259286;Wonder Woman Flight of Courage;Wonder Woman Flight of Courage
Q109279663;Gruta de las Maravillas;Gruta de las Maravillas
Q109357338;Balneario de Santa Elisa;Balneario de Santa Elisa
Q109539348;Centro Arte Complutense;Centro Arte Complutense
Q109567744;Okolo Třeboně;Okolo Třeboně
Q107406946;Big Hill Fire Lookout Tower;Big Hill Fire Lookout Tower
Q107407006;Twinton Fire Lookout Tower;Twinton Fire Lookout Tower
Q107407265;Chuck Swan Fire Lookout Tower;Chuck Swan Fire Lookout Tower
Q107445613;Blue Hole Wildlife Watching Area;Blue Hole Wildlife Watching Area
Q107452568;Cuba Hill Lookout Tower;Cuba Hill Lookout Tower
Q107452617;Gauley Mountain Lookout Tower;Gauley Mountain Lookout Tower
Q107453014;Museo-Casa Natal de Federico García Lorca;Museo-Casa Natal de Federico García Lorca
Q107453062;Pickett State Park Fire Tower;Pickett State Park Fire Tower
Q107453105;Guardian of the Gulch;Guardian of the Gulch
Q107454486;Mount Toby Fire Tower;Mount Toby Fire Tower
Q107456007;Stony Point Fire Tower;Stony Point Fire Tower
Q107456429;Museo Arqueológico de Obulco;Museo Arqueológico de Obulco
Q107456434;"Museo Arqueológico ""Profesor Sotomayor""";Museo Arqueológico Profesor Sotomayor
Q107456433;Museo Arqueológico de Castellar;Museo Arqueológico de Castellar
Q107456436;Museo de Escultura Jacinto Higueras;Museo de Escultura Jacinto Higueras
Q107456447;Casa Museo Federico García Lorca de Valderrubio;Casa Museo Federico García Lorca Valderrubio
Q107456471;Casa Museo Pedro Muñoz-Seca;Casa Museo Pedro Muñoz-Seca
Q107459548;High Knob Fire Tower;High Knob Fire Tower
Q107459720;Mount Davis Observation Tower;Mount Davis Observation Tower
Q107460316;Cook Forest Tower;Cook Forest Tower
Q107462324;Lunenburg Fire Tower;Lunenburg Fire Tower
Q107462819;Stissing Mountain Fire Tower;Stissing Mountain Fire Tower
Q107463363;Ball Bluff Lookout Tower;Ball Bluff Lookout Tower
Q107463675;Linder Fire Tower;Linder Fire Tower
Q107463942;Cromwell Lookout Tower;Cromwell Lookout Tower
Q107464014;Gheen Hill Lookout Tower;Gheen Hill Lookout Tower
Q107480369;Rusheba Lookout Tower;Rusheba Lookout Tower
Q107480388;Pomroy Lookout Tower;Pomroy Lookout Tower
Q107480420;Birchdale Lookout Tower;Birchdale Lookout Tower
Q107483131;Elephant Lake Lookout Tower;Elephant Lake Lookout Tower
Q107483667;Blackduck Lookout Tower;Blackduck Lookout Tower
Q107483715;Cascade Lookout Tower;Cascade Lookout Tower
Q107483771;Cloquet Lookout Tower;Cloquet Lookout Tower
Q107483905;Cotton Lookout Tower;Cotton Lookout Tower
Q107494540;Kabekona Lookout Tower;Kabekona Lookout Tower
Q107494585;LaSalle Lookout Tower;LaSalle Lookout Tower
Q107494642;Nickerson Lookout Tower;Nickerson Lookout Tower
Q107494747;Finland Lookout Tower;Finland Lookout Tower
Q107495046;Hovland Lookout Tower;Hovland Lookout Tower
Q107495115;Molde Lookout Tower;Molde Lookout Tower
Q107503756;Prosper Lookout Tower;Prosper Lookout Tower
Q107503822;Sand Dunes Lookout Tower;Sand Dunes Lookout Tower
Q107504014;Tulaby Lookout Tower;Tulaby Lookout Tower
Q107504352;Farley Hill Lookout Tower;Farley Hill Lookout Tower
Q107505169;Emily Lookout Tower;Emily Lookout Tower
Q107505677;Roseau River Lookout Tower;Roseau River Lookout Tower
Q107506237;Faunce Lookout Tower;Faunce Lookout Tower
Q107507780;Thornton Lookout Tower;Thornton Lookout Tower
Q107510212;Lava Point Lookout;Lava Point Lookout
Q107510250;Grand View Fire Tower;Grand View Fire Tower
Q107510309;Little Tokyo Watchtower;Little Tokyo Watchtower
Q107519058;Atwood Lookout Tower;Atwood Lookout Tower
Q107519323;Bass Hill Lookout Tower;Bass Hill Lookout Tower
Q107519875;Honey School Lookout Tower;Honey School Lookout Tower
Q107520087;Raum Lookout Tower;Raum Lookout Tower
Q107520223;Peters Creek Lookout Tower;Peters Creek Lookout Tower
Q107525350;Rich Mountain Lookout Tower;Rich Mountain Lookout Tower
Q107536483;Baldy Lookout Tower;Baldy Lookout Tower
Q107536837;Possum Trot Lookout;Possum Trot Lookout
Q107539152;Side Lake Lookout Tower;Side Lake Lookout Tower
Q107539245;Vermilion Dam Lookout Tower;Vermilion Dam Lookout Tower
Q109858;Quinta Avenida;Fifth Avenue
Q110011;Kołobrzeg;Kołobrzeg
Q111998292;Museo Universitario del Grabado de Valparaíso;University Engraving Museum of Valparaíso
Q112032693;ex cárcel de Miguelete;Miguelete prison
Q112042214;Brložsko;Brložsko
Q112061336;Fundación Naum Knop;Naum Knop Foundation
Q112154745;L'Écho;L'Écho
Q110289;Jardines de Tivoli;Tivoli Gardens
Q111483;El Nido;El Nido
Q112603760;Ex-Escuela de Cristo;Ex-Escuela de Cristo
Q112789950;edificio de la Universidad Sertoriana;Sertorian University building
Q112977126;Iztapasauria;Iztapasauria
Q113030948;Aquarama Barcelona;Aquarama Barcelona
Q1102142;Cloef;Cloef
Q112192672;Cuna de Justo Rufino Barrios;House of Justo Rufino Barrios
Q112265270;Zapador Austral;Zapador Austral
Q112265350;Galería El Obraje;Galería El Obraje
Q112274987;Quadreria di Palazzo Magnani;Quadreria di Palazzo Magnani
Q112334574;Bosque Mágico;Bosque Mágico
Q1103550;Pinacoteca Nacional de Bolonia;Pinacoteca Nazionale di Bologna
Q1104428;Coaster Express;Coaster Express
Q1105882;Bourbon Street;Bourbon Street
Q1107297;Coit Tower;Coit Tower
Q1108956;Colección de Arte Amalia Lacroze de Fortabat;Fortabat Art Collection
Q1111219;Hímera;Himera
Q1112746;Palacio de Justicia de Estocolmo;Stockholm Court House
Q1113602;Castillo de San Pedro de Halicarnaso;Bodrum Castle
Q1117704;Indianapolis Museum of Art;Indianapolis Museum of Art
Q1122595;Museo Field de Historia Natural;Field Museum of Natural History
